origin_text,vi_standard,origin_no_tone,cipher_surface,rime_rule_id,tone_class,protected_flag,decode_key,row_hmac
storing,lưu trữ,lưu trư,luu tru,"R_KEEP,R_TONE_ONLY","C0,C4",false,"lưu trư|R_KEEP,R_TONE_ONLY|C0,C4",a0b5efba9b5fbe434bb63d169cd6b20c3f4349d8bdb74a3a672ad12c9175dcc0
storitve,câu chuyện,câu chuyên,cau chuyen,"R_KEEP,R_TONE_ONLY","C0,C5",false,"câu chuyên|R_KEEP,R_TONE_ONLY|C0,C5",6f871898b19e01e56876dd50d24e5b4070c4c6d7a4b6ff023ae6d64f7bbb2907
strafter,máy bay không người lái,may bay không ngươi lai,may bay khong ngui lai,"R_TONE_ONLY,R_KEEP,R_KEEP,RN_UOI_UI,R_TONE_ONLY","C1,C0,C0,C2,C1",false,"may bay không ngươi lai|R_TONE_ONLY,R_KEEP,R_KEEP,RN_UOI_UI,R_TONE_ONLY|C1,C0,C0,C2,C1",a593b1dd6bbb4613d8462f473497078c30f5c128684065ea4bd85b4050ff31fa
stragglers,những kẻ lạc hậu,nhưng ke lac hâu,nhung ke lac hau,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C4,C3,C5,C5",false,"nhưng ke lac hâu|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C4,C3,C5,C5",f40cf95a05f0ab68a1a7067147e912be661fb76777b3b9fbc27640570dd75a5b
strain,sự căng thẳng,sư căng thăng,su cang thang,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C3",false,"sư căng thăng|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C3",9759b9bbd8e72c096bdf12a7c58465faab6e79802c8a2a0cafb033db9639fbb4
strainrelief,giảm căng thẳng,giam căng thăng,giam cang thang,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C3,C0,C3",false,"giam căng thăng|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C3,C0,C3",7944eac32b49b36f0c83437423b970ca2b7914795a9585f446b98fbde6b157ae
strategicgoals,mục tiêu chiến lược,muc tiêu chiên lươc,muc tieu chien luoc,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C5,C0,C1,C5",false,"muc tiêu chiên lươc|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C5,C0,C1,C5",ecee85fe935b8ae79d3a443caf902123cbfa1f236ef8bbdd05dad73f5edbce25
stratification,phân tầng,phân tâng,phan tang,"R_KEEP,R_TONE_ONLY","C0,C2",false,"phân tâng|R_KEEP,R_TONE_ONLY|C0,C2",a82f3406837b44bf89506dcaf9f37025000a9bfcd134cd7f09416d062e3f93bd
streamoptions,tùy chọn luồng,tuy chon luông,tuy chon luong,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C5,C2",false,"tuy chon luông|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C5,C2",aab65c5244efeeb7e1fb72197cab7d5769070e252528e19c1b95db46f10059b4
streamchatcompletion,hoàn thành trò chuyện trực tuyến,hoan thanh tro chuyên trưc tuyên,hoan thanh tro chuyen truc tuyen,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C2,C2,C5,C5,C1",false,"hoan thanh tro chuyên trưc tuyên|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C2,C2,C5,C5,C1",49ecfb733609d75b89974871f93a8c9a85af21c32b7c066b3154c4a118c1177a
streamingifverified,phát trực tuyến nếu đã được xác minh,phat trưc tuyên nêu đa đươc xac minh,phat truc tuyen neu đa đuoc xac minh,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C5,C1,C1,C4,C5,C1,C0",false,"phat trưc tuyên nêu đa đươc xac minh|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C5,C1,C1,C4,C5,C1,C0",5ec3cc0c1acb79f7c6872f342b7b25a1e247cb5c7038cfe32cfca64b3e1f39cc
streamresponse,phản hồi luồng,phan hôi luông,phan hau luong,"R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY","C3,C2,C2",false,"phan hôi luông|R_TONE_ONLY,RN_OI_AU,R_TONE_ONLY|C3,C2,C2",80b74e7db348fce51330c9ad929df16aad69c7299df81d7741441d6343a0e6ef
streamresumeworkflow,luồng tiếp tục quy trình,luông tiêp tuc quy trinh,luong tiep tuc quy trinh,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C2,C1,C5,C0,C2",false,"luông tiêp tuc quy trinh|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C2,C1,C5,C0,C2",1c4814976611885298b9a533360bd839d35c93503e23714a85a4ee7bf75a1330
streamrunworkflow,luồng chạy quy trình,luông chay quy trinh,luong chay quy trinh,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C2,C5,C0,C2",false,"luông chay quy trinh|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C2,C5,C0,C2",d182fb982c18e62f511833bcd29e34d60efe5fda1d5451f15d2eeb2565ffd200
strends,xu hướng,xu hương,xu huong,"R_KEEP,R_TONE_ONLY","C0,C1",false,"xu hương|R_KEEP,R_TONE_ONLY|C0,C1",8f4a9e26dc937be1570aabc0c0e80ffd2eef545548c459da45dce0546eedf905
strengthens,củng cố,cung cô,cung co,"R_TONE_ONLY,R_TONE_ONLY","C3,C1",false,"cung cô|R_TONE_ONLY,R_TONE_ONLY|C3,C1",bc14689e1247c642595c7d47ef5f04863efb1611a511d3e99f1ee5890f5b908c
stressed,căng thẳng,căng thăng,cang thang,"R_KEEP,R_TONE_ONLY","C0,C3",false,"căng thăng|R_KEEP,R_TONE_ONLY|C0,C3",a5e5474c20de47647895148d4759c940058a530700885303a0d0cdef70c959af
strictallowlistapplied,danh sách cho phép nghiêm ngặt được áp dụng,danh sach cho phep nghiêm ngăt đươc ap dung,danh sach cho phep nghiem ngat đuoc ap dung,"R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C0,C1,C0,C5,C5,C1,C5",false,"danh sach cho phep nghiêm ngăt đươc ap dung|R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C0,C1,C0,C5,C5,C1,C5",22490e7970e6588532d168af56995ae3b5597802b2c96f7f5890362163337d11
strictdocumenttracerequired,yêu cầu theo dõi tài liệu nghiêm ngặt,yêu câu theo doi tai liêu nghiêm ngăt,yeu cau theo dau tai lieu nghiem ngat,"R_KEEP,R_TONE_ONLY,R_KEEP,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C2,C0,C4,C2,C5,C0,C5",false,"yêu câu theo doi tai liêu nghiêm ngăt|R_KEEP,R_TONE_ONLY,R_KEEP,RN_OI_AU,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C2,C0,C4,C2,C5,C0,C5",af06f18011ca7b99dc27be98f27c7cca57867805c51f8bc874432188eae09f17
strictlimitswithgracefuldegradation,giới hạn nghiêm ngặt với sự suy giảm nhẹ nhàng,giơi han nghiêm ngăt vơi sư suy giam nhe nhang,gioi han nghiem ngat voi su suy giam nhe nhang,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C5,C0,C5,C1,C5,C0,C3,C5,C2",false,"giơi han nghiêm ngăt vơi sư suy giam nhe nhang|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C5,C0,C5,C1,C5,C0,C3,C5,C2",c7031c9735af294a8314cf7c7ade5bed4320178c2ca7001be5223e10662dcfa8
strictimplement,thực thi nghiêm ngặt,thưc thi nghiêm ngăt,thuc thi nghiem ngat,"R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY","C5,C0,C0,C5",false,"thưc thi nghiêm ngăt|R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY|C5,C0,C0,C5",8df77458c7aa59401204420bcdf84ffacd21ca21cc4cef47948e545fb86c27da
strictobject,đối tượng nghiêm ngặt,đôi tương nghiêm ngăt,đau tuong nghiem ngat,"RN_OI_AU,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C1,C5,C0,C5",false,"đôi tương nghiêm ngăt|RN_OI_AU,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C1,C5,C0,C5",97ddbf39f4d331f3607f4648ff22bb366ce793873d6de28c9ccadf83e6733c5b
stricttransportsecurity,an ninh vận chuyển nghiêm ngặt,an ninh vân chuyên nghiêm ngăt,an ninh van chuyen nghiem ngat,"R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C0,C0,C5,C3,C0,C5",false,"an ninh vân chuyên nghiêm ngăt|R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C0,C0,C5,C3,C0,C5",2a4fd55075b73b78d11687e91a2f9200b36f30369e7fdeaf244af829506ff44d
stringcodeinstructions,hướng dẫn mã chuỗi,hương dân ma chuôi,huong dan ma chuoi,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C4,C4,C4",false,"hương dân ma chuôi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C4,C4,C4",4d49eb0080af8e9981bed6895900662373c83b6826b066a700ee7c9c2cdf0254
stringcheckgrader,trình kiểm tra chuỗi,trinh kiêm tra chuôi,trinh kiem tra chuoi,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C2,C3,C0,C4",false,"trinh kiêm tra chuôi|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C2,C3,C0,C4",8a7d225d921ef918037610856b510ea56863b85cc28f42a5e63e5d8303b2b3fe
stringifying,chuỗi hóa,chuôi hoa,chuoi hoa,"R_TONE_ONLY,R_TONE_ONLY","C4,C1",false,"chuôi hoa|R_TONE_ONLY,R_TONE_ONLY|C4,C1",c1cdb7649b085bbf0aa8d8919a657e6bb74e8c710d09bfc7546088cd8f1a1fb4
stringvaliditygrader,trình phân loại tính hợp lệ của chuỗi,trinh phân loai tinh hơp lê cua chuôi,trinh phan loai tinh hop le cua chuoi,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C0,C5,C1,C5,C5,C3,C4",false,"trinh phân loai tinh hơp lê cua chuôi|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C0,C5,C1,C5,C5,C3,C4",68e793e3fbf59bc019620c2f201277b407fb123cf25e203f1fca8f0cadb0ad37
stripebalance,cân bằng sọc,cân băng soc,can bang soc,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C2,C5",false,"cân băng soc|R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C2,C5",a82b7e2c03a7068c24f13d72a716cbda1a8f0ff97107ff6ab369cd649d3c649a
stripeelementoptions,tùy chọn phần tử sọc,tuy chon phân tư soc,tuy chon phan tu soc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C5,C2,C3,C5",false,"tuy chon phân tư soc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C5,C2,C3,C5",dc1de3a245a577d5c4c674b1a201567344b0b52c41813d907ee92a3c818c3761
stripejsdevapp,ứng dụng phát triển stripejs,ưng dung phat triên stripejs,ung dung phat trien stripejs,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C5,C1,C3,C0",false,"ưng dung phat triên stripejs|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C5,C1,C3,C0",3bc6c9c0dbca3a6abd0a9e89526dfeb1adaa683d14006ca64e759ad63b16eb57
stripeusercredentials,thông tin đăng nhập người dùng stripe,thông tin đăng nhâp ngươi dung stripe,thong tin đang nhap ngui dung stripe,"R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,RN_UOI_UI,R_TONE_ONLY,R_KEEP","C0,C0,C0,C5,C2,C2,C0",false,"thông tin đăng nhâp ngươi dung stripe|R_KEEP,R_KEEP,R_KEEP,R_TONE_ONLY,RN_UOI_UI,R_TONE_ONLY,R_KEEP|C0,C0,C0,C5,C2,C2,C0",99684811f71b9ff7a9d3903b124ae2a0110e6c2d0e9f5357d56bc9e26d750d08
stripewrapperlibrary,thư viện stripewrapper,thư viên stripewrapper,thu vien stripewrapper,"R_KEEP,R_TONE_ONLY,R_KEEP","C0,C5,C0",false,"thư viên stripewrapper|R_KEEP,R_TONE_ONLY,R_KEEP|C0,C5,C0",1fede94fcad85d8660f9fbbf8b8261fc1c8ea9449fd82d99feb5cea7d1a42c09
stripzerofractiondigits,loại bỏ chữ số thập phân,loai bo chư sô thâp phân,loai bo chu so thap phan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C3,C4,C1,C5,C0",false,"loai bo chư sô thâp phân|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C3,C4,C1,C5,C0",0d81554c2ef4672a1ef1cffb97c370fecd0ea34fa2dd40152433568420df6d3d
strptime,thời gian,thơi gian,thoi gian,"R_TONE_ONLY,R_KEEP","C2,C0",false,"thơi gian|R_TONE_ONLY,R_KEEP|C2,C0",b8fbaf77a392742de4ac8d4f3cdc84d85e183020287753bd5cf6332a2cd41a4b
structuralposition,vị trí cấu trúc,vi tri câu truc,vi tri cau truc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C1,C1,C1",false,"vi tri câu truc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C1,C1,C1",0e17a5f6ee952f39ffdc4720d43977fc903a3c7a74dfb4ad54deddedd6512a15
structurally,về mặt cấu trúc,vê măt câu truc,ve mat cau truc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C5,C1,C1",false,"vê măt câu truc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C5,C1,C1",7012dc78bef4a0121012d7d4e2a54f34b22784d5919a1aae84f1eff050e78201
structuredchecklist,danh sách kiểm tra có cấu trúc,danh sach kiêm tra co câu truc,danh sach kiem tra co cau truc,"R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C0,C1,C3,C0,C1,C1,C1",false,"danh sach kiêm tra co câu truc|R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C0,C1,C3,C0,C1,C1,C1",5822d9b68b8454438b8c91a468efefe75962482ffaeb2af8bb3d628ac8a92f08
structuredformatting,định dạng có cấu trúc,đinh dang co câu truc,đinh dang co cau truc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C5,C1,C1,C1",false,"đinh dang co câu truc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C5,C1,C1,C1",39b66d72d73a6b9d798a8c8b6e87c74f651378605bcf063b71154202b9e274a2
structuredoutputs,đầu ra có cấu trúc,đâu ra co câu truc,đau ra co cau truc,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C0,C1,C1,C1",false,"đâu ra co câu truc|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C0,C1,C1,C1",22cf6673d837e13969c109000633ad7e9319d844831da830d66f3108f190d091
structurefield,trường cấu trúc,trương câu truc,truong cau truc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C1,C1",false,"trương câu truc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C1,C1",c214835bf5a5ec874055678c0758060cd61bc9144dcb2291e46a069841b1a159
stubbypass,thẻ stubbypass,the stubbypass,the stubbypass,"R_TONE_ONLY,R_KEEP","C3,C0",false,"the stubbypass|R_TONE_ONLY,R_KEEP|C3,C0",6002440e4cbccf4fdbe2e0bfb36fc01ad0f400dc6d14a2936855b3bc702f7dbc
stuffit,im lặng đi,im lăng đi,im lang đi,"R_KEEP,R_TONE_ONLY,R_KEEP","C0,C5,C0",false,"im lăng đi|R_KEEP,R_TONE_ONLY,R_KEEP|C0,C5,C0",25b411f41116e3ae0c2741e1cc35336101c98a28f7280007d0b2ba6e109c874b
styl,phong cách,phong cach,phong cach,"R_KEEP,R_TONE_ONLY","C0,C1",false,"phong cach|R_KEEP,R_TONE_ONLY|C0,C1",2b3443aa3f30e3fb07a88ff7af60cd161c94ff511bb2ef04aa2adf31a9a8c479
styled,được tạo kiểu,đươc tao kiêu,đuoc tao kieu,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C5,C5,C3",false,"đươc tao kiêu|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C5,C5,C3",d226ea08147f0e164272cde0deffea8891b16ab610bc6ebf4bdea657e6f14ed3
subjwk,chủ đề,chu đê,chu đe,"R_TONE_ONLY,R_TONE_ONLY","C3,C2",false,"chu đê|R_TONE_ONLY,R_TONE_ONLY|C3,C2",f2831d4ae44254b1061bf93a55b128816b9c1fb206527d5da53187d69835d15e
subtotal,tổng phụ,tông phu,tong phu,"R_TONE_ONLY,R_TONE_ONLY","C3,C5",false,"tông phu|R_TONE_ONLY,R_TONE_ONLY|C3,C5",49986306162c95aae9908572cea169b02c37cbae1c8b612e1ec1b56255dc8bab
subconsciousfield,trường tiềm thức,trương tiêm thưc,truong tiem thuc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C2,C2,C1",false,"trương tiêm thưc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C2,C2,C1",f3aa2e523b041be8a20fdc94f2ed45fa9254cfce17b2bf2d75a9ac9633eff962
subjectcenter,trung tâm chủ đề,trung tâm chu đê,trung tam chu đe,"R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY","C0,C0,C3,C2",false,"trung tâm chu đê|R_KEEP,R_KEEP,R_TONE_ONLY,R_TONE_ONLY|C0,C0,C3,C2",1361590fe3dd5cbeb46dfd6895a6530993b811c4d1f483dd268f71f170d9747c
sublabelhide,nhãn phụ,nhan phu,nhan phu,"R_TONE_ONLY,R_TONE_ONLY","C4,C5",false,"nhan phu|R_TONE_ONLY,R_TONE_ONLY|C4,C5",86dd2d4bfeb6c02039059f33c9b60f6495c2ba632f86148757de9e3b8e8477c2
sublocalitylevel1,cấp độ tiểu địa phương1,câp đô tiêu đia phương1,cap đo tieu đia phuong1,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C5,C3,C5,C0",false,"câp đô tiêu đia phương1|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C5,C3,C5,C0",2ca5a0e90de06ab5be063362b8baf19f428ac51d648d218b3f6acb855239af07
submitauthenticationlabel,gửi nhãn xác thực,gưi nhan xac thưc,gui nhan xac thuc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C4,C1,C5",false,"gưi nhan xac thưc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C4,C1,C5",f7e2ff05b923beb421989b07335484ba773c24893c5b81ba7a0b226b3fd642be
submitbutton,nút gửi,nut gưi,nut gui,"R_TONE_ONLY,R_TONE_ONLY","C1,C3",false,"nut gưi|R_TONE_ONLY,R_TONE_ONLY|C1,C3",44a05264ecdf2047ce5c5ddaf185784f61f76016287a4f4ed5a7e995ef2da1fd
submitbuttonafter,nút gửi sau,nut gưi sau,nut gui sau,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C1,C3,C0",false,"nut gưi sau|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C1,C3,C0",74cfb1077e4424a965de94e70a850ef39c4fe908ae31d68088ec01a7afc5cc2d
submitbuttonbefore,nút gửi trước,nut gưi trươc,nut gui truoc,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C3,C1",false,"nut gưi trươc|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C3,C1",70e24559421ef80dbc81e178addc8be88931cc80a89835b17a75aea809fc4072
submitelements,các phần tử gửi,cac phân tư gưi,cac phan tu gui,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C2,C3,C3",false,"cac phân tư gưi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C2,C3,C3",886bdb247ac68880d1e6fe1fd9ce346f5db7e0c238e2c485d0a253e239802dc8
submitphonenumberforverification,gửi số điện thoại để xác minh,gưi sô điên thoai đê xac minh,gui so đien thoai đe xac minh,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C3,C1,C5,C5,C3,C1,C0",false,"gưi sô điên thoai đê xac minh|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C3,C1,C5,C5,C3,C1,C0",015a1d72ada28de6ddeed3e397e66f9912bb63368eaaef5e5978ea485145b326
submitclaim,gửi yêu cầu,gưi yêu câu,gui yeu cau,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C3,C0,C2",false,"gưi yêu câu|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C3,C0,C2",d3d39452a49a3e39d5b54deb3c1b962c1b2ef4aaf0ad3e3746e722ca6f1c546c
submitdeclaration,nộp tuyên bố,nôp tuyên bô,nop tuyen bo,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C5,C0,C1",false,"nôp tuyên bô|R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C5,C0,C1",84452abad50c3d2f79900a601677d9f3e7f8744b817bd8f40e288fbec0eb16e6
submiteventsource,gửi nguồn sự kiện,gưi nguôn sư kiên,gui nguon su kien,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C3,C2,C5,C5",false,"gưi nguôn sư kiên|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C3,C2,C5,C5",2db569ea031e0db0a016f300553bda55cec8a194ee2500584f78753bdcb69862
submitinspection,nộp kiểm tra,nôp kiêm tra,nop kiem tra,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C3,C0",false,"nôp kiêm tra|R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C3,C0",89efdaa3da7a80f3285649c82400e613a37584ed7e04d6f9e2704c8db9ff7873
submitmode,chế độ gửi,chê đô gưi,che đo gui,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY","C1,C5,C3",false,"chê đô gưi|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY|C1,C5,C3",6078f7f7eef96200f864be56bc714ccc12b521c6a06dfa1bf2d433d2ff0ad3ec
submitpaymentoptions,gửi tùy chọn thanh toán,gưi tuy chon thanh toan,gui tuy chon thanh toan,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY","C3,C2,C5,C0,C1",false,"gưi tuy chon thanh toan|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_TONE_ONLY|C3,C2,C5,C0,C1",1933b3bbcbd0b641c9bdf32a6157f987c3554e59ef8ccadea1f0e05c4d998454
submittype,loại gửi,loai gưi,loai gui,"R_TONE_ONLY,R_TONE_ONLY","C5,C3",false,"loai gưi|R_TONE_ONLY,R_TONE_ONLY|C5,C3",2ebefd306790d654697cdf9adb51d4f03c76e57c65e51074f9a4bda41104d13c
submitvoicerecording,gửi bản ghi âm giọng nói,gưi ban ghi âm giong noi,gui ban ghi am giong nau,"R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,RN_OI_AU","C3,C3,C0,C0,C5,C1",false,"gưi ban ghi âm giong noi|R_TONE_ONLY,R_TONE_ONLY,R_KEEP,R_KEEP,R_TONE_ONLY,RN_OI_AU|C3,C3,C0,C0,C5,C1",cc517cc34b39a75fb40b8914b5ea42faf5a7b75366e8deb6fafec8f17889559f
subparsers,bộ phân tích cú pháp con,bô phân tich cu phap con,bo phan tich cu phap con,"R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C0,C1,C1,C1,C0",false,"bô phân tich cu phap con|R_TONE_ONLY,R_KEEP,R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C0,C1,C1,C1,C0",69e078ec247cc1376230f31e31cecd7f7f13ae0d4fec3d6674ced5462e3d4676
subpremise,tiền đề,tiên đê,tien đe,"R_TONE_ONLY,R_TONE_ONLY","C2,C2",false,"tiên đê|R_TONE_ONLY,R_TONE_ONLY|C2,C2",533b1766a883ec69ab58f38bf31aee949a0461d653ea277e9335f36481fbbd72
subprocessor,bộ xử lý con,bô xư ly con,bo xu ly con,"R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP","C5,C3,C1,C0",false,"bô xư ly con|R_TONE_ONLY,R_TONE_ONLY,R_TONE_ONLY,R_KEEP|C5,C3,C1,C0",9ac29aa6a5e7ce791d870446a2ed40e8741aba4da0c02656d2c796cd7f1011d8
subprotocol,giao thức con,giao thưc con,giao thuc con,"R_KEEP,R_TONE_ONLY,R_KEEP","C0,C1,C0",false,"giao thưc con|R_KEEP,R_TONE_ONLY,R_KEEP|C0,C1,C0",20717c34e3662f89eec5cf7d30f7a1f2565447afc6e97d2da46bf2ff5f5e0c28
